ReactomeID,filename
Basigin interactions,R-HSA-210991
Tie2 Signaling,R-HSA-210993
PECAM1 interactions,R-HSA-210990
Dissolution of Fibrin Clot,R-HSA-75205
Mitophagy,R-HSA-5205647
Pink/Parkin Mediated Mitophagy,R-HSA-5205685
Cellular responses to stress,R-HSA-2262752
Cellular response to heat stress,R-HSA-3371556
Regulation of HSF1-mediated heat shock response,R-HSA-3371453
HSF1 activation,R-HSA-3371511
HSF1-dependent transactivation,R-HSA-3371571
Attenuation phase,R-HSA-3371568
Cellular Senescence,R-HSA-2559583
DNA Damage/Telomere Stress Induced Senescence,R-HSA-2559586
Formation of Senescence-Associated Heterochromatin Foci (SAHF),R-HSA-2559584
Oncogene Induced Senescence,R-HSA-2559585
Oxidative Stress Induced Senescence,R-HSA-2559580
Senescence-Associated Secretory Phenotype (SASP),R-HSA-2559582
Detoxification of Reactive Oxygen Species,R-HSA-3299685
Macroautophagy,R-HSA-1632852
Cellular response to hypoxia,R-HSA-2262749
Regulation of Hypoxia-inducible Factor (HIF) by oxygen,R-HSA-1234174
Oxygen-dependent proline hydroxylation of Hypoxia-inducible Factor Alpha,R-HSA-1234176
Regulation of gene expression by Hypoxia-inducible Factor,R-HSA-1234158
Oxygen-dependent asparagine hydroxylation of Hypoxia-inducible Factor Alpha,R-HSA-1234162
Organelle biogenesis and maintenance,R-HSA-1852241
Mitochondrial translation,R-HSA-5368287
Mitochondrial translation elongation,R-HSA-5389840
Mitochondrial translation termination,R-HSA-5419276
Mitochondrial translation initiation,R-HSA-5368286
Mitochondrial biogenesis,R-HSA-1592230
Transcriptional activation of mitochondrial biogenesis,R-HSA-2151201
Activation of PPARGC1A (PGC-1alpha) by phosphorylation,R-HSA-2151209
Assembly of the primary cilium,R-HSA-5617833
Anchoring of the basal body to the plasma membrane,R-HSA-5620912
Intraflagellar transport,R-HSA-5620924
Cargo trafficking to the periciliary membrane,R-HSA-5620920
Trafficking of myristoylated proteins to the cilium,R-HSA-5624138
ARL13B-mediated ciliary trafficking of INPP5E,R-HSA-5624958
VxPx cargo-targeting to cilium,R-HSA-5620916
BBSome-mediated cargo-targeting to cilium,R-HSA-5620922
Chromatin organization,R-HSA-4839726
Chromatin modifying enzymes,R-HSA-3247509
RMTs methylate histone arginines,R-HSA-3214858
HATs acetylate histones,R-HSA-3214847
HDACs deacetylate histones,R-HSA-3214815
HDMs demethylate histones,R-HSA-3214842
PKMTs methylate histone lysines,R-HSA-3214841
Gene Expression,R-HSA-74160
Generic Transcription Pathway,R-HSA-212436
YAP1- and WWTR1 (TAZ)-stimulated gene expression,R-HSA-2032785
Transcriptional regulation by the AP-2 (TFAP2) family of transcription factors,R-HSA-8864260
Activation of the TFAP2 (AP-2) family of transcription factors,R-HSA-8866907
Negative regulation of activity of TFAP2 (AP-2) family transcription factors,R-HSA-8866904
TFAP2 (AP-2) family regulates transcription of other transcription factors,R-HSA-8866906
TFAP2 (AP-2) family regulates transcription of growth factors and their receptors,R-HSA-8866910
TFAP2 (AP-2) family regulates transcription of cell cycle factors,R-HSA-8866911
TFAP2A acts as a transcriptional repressor during retinoic acid induced cell differentiation,R-HSA-8869496
Nuclear Receptor transcription pathway,R-HSA-383280
Notch-HLH transcription pathway,R-HSA-350054
Transcriptional Regulation by TP53,R-HSA-3700989
TP53 Regulates Transcription of Cell Cycle Genes,R-HSA-6791312
TP53 Regulates Transcription of Genes Involved in G2 Cell Cycle Arrest,R-HSA-6804114
TP53 regulates transcription of additional cell cycle genes whose exact role in the p53 pathway remain uncertain,R-HSA-6804115
TP53 Regulates Transcription of Genes Involved in G1 Cell Cycle Arrest,R-HSA-6804116
TP53 Regulates Metabolic Genes,R-HSA-5628897
Regulation of TP53 Activity,R-HSA-5633007
Regulation of TP53 Activity through Association with Co-factors,R-HSA-6804759
Regulation of TP53 Activity through Acetylation,R-HSA-6804758
Regulation of TP53 Activity through Methylation,R-HSA-6804760
Regulation of TP53 Expression and Degradation,R-HSA-6806003
Regulation of TP53 Degradation,R-HSA-6804757
Regulation of TP53 Expression,R-HSA-6804754
Regulation of TP53 Activity through Phosphorylation,R-HSA-6804756
TP53 Regulates Transcription of Cell Death Genes,R-HSA-5633008
TP53 Regulates Transcription of Caspase Activators and Caspases,R-HSA-6803207
TP53 regulates transcription of several additional cell death genes whose specific roles in p53-dependent apoptosis remain uncertain,R-HSA-6803205
TP53 Regulates Transcription of Death Receptors and Ligands,R-HSA-6803211
TP53 Regulates Transcription of Genes Involved in Cytochrome C Release,R-HSA-6803204
TP53 Regulates Transcription of DNA Repair Genes,R-HSA-6796648
Transcriptional activity of SMAD2/SMAD3:SMAD4 heterotrimer,R-HSA-2173793
SMAD2/SMAD3:SMAD4 heterotrimer regulates transcription,R-HSA-2173796
Downregulation of SMAD2/3:SMAD4 transcriptional activity,R-HSA-2173795
"RNA Polymerase I, RNA Polymerase III, and Mitochondrial Transcription",R-HSA-504046
RNA Polymerase I Transcription,R-HSA-73864
RNA Polymerase I Chain Elongation,R-HSA-73777
RNA Polymerase I Promoter Clearance,R-HSA-73854
RNA Polymerase I Transcription Initiation,R-HSA-73762
RNA Polymerase I Promoter Opening,R-HSA-73728
RNA Polymerase I Promoter Escape,R-HSA-73772
RNA Polymerase I Transcription Termination,R-HSA-73863
Transcription from mitochondrial promoters,R-HSA-75944
Mitochondrial transcription termination,R-HSA-163316
Mitochondrial transcription initiation,R-HSA-163282
RNA Polymerase III Transcription,R-HSA-74158
RNA Polymerase III Abortive And Retractive Initiation,R-HSA-749476
RNA Polymerase III Transcription Termination,R-HSA-73980
RNA Polymerase III Chain Elongation,R-HSA-73780
RNA Polymerase III Transcription Initiation,R-HSA-76046
RNA Polymerase III Transcription Initiation From Type 2 Promoter,R-HSA-76066
RNA Polymerase III Transcription Initiation From Type 1 Promoter,R-HSA-76061
RNA Polymerase III Transcription Initiation From Type 3 Promoter,R-HSA-76071
Processing of Capped Intron-Containing Pre-mRNA,R-HSA-72203
Transport of Mature Transcript to Cytoplasm,R-HSA-72202
Transport of Mature mRNA derived from an Intron-Containing Transcript,R-HSA-159236
Transport of Mature mRNAs Derived from Intronless Transcripts,R-HSA-159234
Transport of the SLBP Dependant Mature mRNA,R-HSA-159230
Transport of Mature mRNA Derived from an Intronless Transcript,R-HSA-159231
Transport of the SLBP independent Mature mRNA,R-HSA-159227
mRNA Splicing,R-HSA-72172
mRNA Splicing - Major Pathway,R-HSA-72163
mRNA Splicing - Minor Pathway,R-HSA-72165
mRNA 3'-end processing,R-HSA-72187
mRNA Editing,R-HSA-75072
mRNA Editing: C to U Conversion,R-HSA-72200
Formation of the Editosome,R-HSA-75094
mRNA Editing: A to I Conversion,R-HSA-75064
Formation of editosomes by ADAR proteins,R-HSA-77042
C6 deamination of adenosine,R-HSA-75102
Deadenylation-dependent mRNA decay,R-HSA-429914
mRNA decay by 5' to 3' exoribonuclease,R-HSA-430039
mRNA decay by 3' to 5' exoribonuclease,R-HSA-429958
Deadenylation of mRNA,R-HSA-429947
tRNA Aminoacylation,R-HSA-379724
Mitochondrial tRNA aminoacylation,R-HSA-379726
Cytosolic tRNA aminoacylation,R-HSA-379716
rRNA processing,R-HSA-72312
rRNA processing in the mitochondrion,R-HSA-8868766
rRNA modification in the mitochondrion,R-HSA-6793080
rRNA processing in the nucleus and cytosol,R-HSA-8868773
rRNA modification in the nucleus and cytosol,R-HSA-6790901
Major pathway of rRNA processing in the nucleolus and cytosol,R-HSA-6791226
mRNA Capping,R-HSA-72086
Nonsense-Mediated Decay (NMD),R-HSA-927802
Nonsense Mediated Decay (NMD) enhanced by the Exon Junction Complex (EJC),R-HSA-975957
Nonsense Mediated Decay (NMD) independent of the Exon Junction Complex (EJC),R-HSA-975956
RNA Polymerase II Transcription,R-HSA-73857
RNA Polymerase II Transcription Termination,R-HSA-73856
Cleavage of Growing Transcript in the Termination Region,R-HSA-109688
RNA Polymerase II Pre-transcription Events,R-HSA-674695
RNA Polymerase II Transcription Initiation And Promoter Clearance,R-HSA-76042
RNA Polymerase II Promoter Escape,R-HSA-73776
RNA Polymerase II Transcription Initiation,R-HSA-75953
RNA Polymerase II Transcription Elongation,R-HSA-75955
Formation of RNA Pol II elongation complex,R-HSA-112382
Formation of the Early Elongation Complex,R-HSA-113418
RNA Pol II CTD phosphorylation and interaction with CE,R-HSA-77075
RNA Polymerase II Transcription Pre-Initiation And Promoter Opening,R-HSA-73779
Gene Silencing by RNA,R-HSA-211000
MicroRNA (miRNA) biogenesis,R-HSA-203927
PIWI-interacting RNA (piRNA) biogenesis,R-HSA-5601884
Transcriptional regulation by small RNAs,R-HSA-5578749
Post-transcriptional silencing by small RNAs,R-HSA-426496
Small interfering RNA (siRNA) biogenesis,R-HSA-426486
RNA polymerase II transcribes snRNA genes,R-HSA-6807505
Processing of Capped Intronless Pre-mRNA,R-HSA-75067
Processing of Intronless Pre-mRNAs,R-HSA-77595
SLBP Dependent Processing of Replication-Dependent Histone Pre-mRNAs,R-HSA-77588
SLBP independent Processing of Histone Pre-mRNAs,R-HSA-111367
Regulation of mRNA stability by proteins that bind AU-rich elements,R-HSA-450531
Butyrate Response Factor 1 (BRF1) binds and destabilizes mRNA,R-HSA-450385
"Tristetraprolin (TTP, ZFP36) binds and destabilizes mRNA",R-HSA-450513
HuR (ELAVL1) binds and stabilizes mRNA,R-HSA-450520
KSRP (KHSRP) binds and destabilizes mRNA,R-HSA-450604
AUF1 (hnRNP D0) binds and destabilizes mRNA,R-HSA-450408
tRNA processing,R-HSA-72306
tRNA processing in the nucleus,R-HSA-6784531
tRNA modification in the nucleus and cytosol,R-HSA-6782315
Synthesis of wybutosine at G37 of tRNA(Phe),R-HSA-6782861
tRNA modification in the mitochondrion,R-HSA-6787450
tRNA processing in the mitochondrion,R-HSA-6785470
Insulin-like Growth Factor-2 mRNA Binding Proteins (IGF2BPs/IMPs/VICKZs) bind RNA,R-HSA-428359
Metabolism of non-coding RNA,R-HSA-194441
snRNP Assembly,R-HSA-191859
Translation,R-HSA-72766
Eukaryotic Translation Termination,R-HSA-72764
Eukaryotic Translation Initiation,R-HSA-72613
L13a-mediated translational silencing of Ceruloplasmin expression,R-HSA-156827
Cap-dependent Translation Initiation,R-HSA-72737
"Activation of the mRNA upon binding of the cap-binding complex and eIFs, and subsequent binding to 43S",R-HSA-72662
Translation initiation complex formation,R-HSA-72649
Recycling of eIF2:GDP,R-HSA-72731
"Formation of the ternary complex, and subsequently, the 43S complex",R-HSA-72695
Ribosomal scanning and start codon recognition,R-HSA-72702
GTP hydrolysis and joining of the 60S ribosomal subunit,R-HSA-72706
Formation of a pool of free 40S subunits,R-HSA-72689
SRP-dependent cotranslational protein targeting to membrane,R-HSA-1799339
Eukaryotic Translation Elongation,R-HSA-156842
Peptide chain elongation,R-HSA-156902
Epigenetic regulation of gene expression,R-HSA-212165
PRC2 methylates histones and DNA,R-HSA-212300
"TET1,2,3 and TDG demethylate DNA",R-HSA-5221030
DNA methylation,R-HSA-5334118
Positive epigenetic regulation of rRNA expression,R-HSA-5250913
B-WICH complex positively regulates rRNA expression,R-HSA-5250924
ERCC6 (CSB) and EHMT2 (G9a) positively regulate rRNA expression,R-HSA-427389
Negative epigenetic regulation of rRNA expression,R-HSA-5250941
NoRC negatively regulates rRNA expression,R-HSA-427413
SIRT1 negatively regulates rRNA Expression,R-HSA-427359
Transmembrane transport of small molecules,R-HSA-382551
Iron uptake and transport,R-HSA-917937
Transferrin endocytosis and recycling,R-HSA-917977
Ion channel transport,R-HSA-983712
Ligand-gated ion channel transport,R-HSA-975298
Ion transport by P-type ATPases,R-HSA-936837
Stimuli-sensing channels,R-HSA-2672351
TRP channels,R-HSA-3295583
SLC-mediated transmembrane transport,R-HSA-425407
"Transport of glucose and other sugars, bile salts and organic acids, metal ions and amine compounds",R-HSA-425366
"Sodium-coupled sulphate, di- and tri-carboxylate transporters",R-HSA-433137
Proton-coupled monocarboxylate transport,R-HSA-433692
Metal ion SLC transporters,R-HSA-425410
Zinc transporters,R-HSA-435354
Zinc efflux and compartmentalization by the SLC30 family,R-HSA-435368
Zinc influx into cells by the SLC39 gene family,R-HSA-442380
Na+/Cl- dependent neurotransmitter transporters,R-HSA-442660
Organic cation/anion/zwitterion transport,R-HSA-549132
Organic cation transport,R-HSA-549127
Organic anion transport,R-HSA-561048
Na+-dependent glucose transporters,R-HSA-428808
Inositol transporters,R-HSA-429593
Facilitative Na+-independent glucose transporters,R-HSA-428790
Class II GLUTs,R-HSA-428776
Rhesus glycoproteins mediate ammonium transport.,R-HSA-444411
"Transport of vitamins, nucleosides, and related molecules",R-HSA-425397
Transport of organic anions,R-HSA-879518
Transport of fatty acids,R-HSA-804914
Transport of nucleosides and free purine and pyrimidine bases across the plasma membrane,R-HSA-83936
Transport of nucleotide sugars,R-HSA-727802
Hexose transport,R-HSA-189200
Glucose transport,R-HSA-70153
Regulation of Glucokinase by Glucokinase Regulatory Protein,R-HSA-170822
Transport of inorganic cations/anions and amino acids/oligopeptides,R-HSA-425393
Sodium/Proton exchangers,R-HSA-425986
Amino acid transport across the plasma membrane,R-HSA-352230
Multifunctional anion exchangers,R-HSA-427601
Sodium-coupled phosphate cotransporters,R-HSA-427652
Type II Na+/Pi cotransporters,R-HSA-427589
Cation-coupled Chloride cotransporters,R-HSA-426117
Proton/oligopeptide cotransporters,R-HSA-427975
Organic anion transporters,R-HSA-428643
Proton-coupled neutral amino acid transporters,R-HSA-428559
Sodium/Calcium exchangers,R-HSA-425561
Bicarbonate transporters,R-HSA-425381
Miscellaneous transport and binding events,R-HSA-5223345
ABC-family proteins mediated transport,R-HSA-382556
Mitochondrial ABC transporters,R-HSA-1369007
ABC transporters in lipid homeostasis,R-HSA-1369062
Aquaporin-mediated transport,R-HSA-445717
Passive transport by Aquaporins,R-HSA-432047
Transport of glycerol from adipocytes to the liver by Aquaporins,R-HSA-432030
Vasopressin regulates renal water homeostasis via Aquaporins,R-HSA-432040
Circadian Clock,R-HSA-400253
RORA activates gene expression,R-HSA-1368082
"BMAL1:CLOCK,NPAS2 activates circadian gene expression",R-HSA-1368108
NR1D1 (REV-ERBA) represses gene expression,R-HSA-1368071
Metabolism of proteins,R-HSA-392499
Amyloid fiber formation,R-HSA-977225
Protein repair,R-HSA-5676934
Regulation of Insulin-like Growth Factor (IGF) transport and uptake by Insulin-like Growth Factor Binding Proteins (IGFBPs),R-HSA-381426
Translation,R-HSA-72766
Eukaryotic Translation Termination,R-HSA-72764
SRP-dependent cotranslational protein targeting to membrane,R-HSA-1799339
Eukaryotic Translation Initiation,R-HSA-72613
Cap-dependent Translation Initiation,R-HSA-72737
Formation of a pool of free 40S subunits,R-HSA-72689
"Activation of the mRNA upon binding of the cap-binding complex and eIFs, and subsequent binding to 43S",R-HSA-72662
Translation initiation complex formation,R-HSA-72649
Recycling of eIF2:GDP,R-HSA-72731
GTP hydrolysis and joining of the 60S ribosomal subunit,R-HSA-72706
Ribosomal scanning and start codon recognition,R-HSA-72702
"Formation of the ternary complex, and subsequently, the 43S complex",R-HSA-72695
L13a-mediated translational silencing of Ceruloplasmin expression,R-HSA-156827
Eukaryotic Translation Elongation,R-HSA-156842
Peptide chain elongation,R-HSA-156902
Protein folding,R-HSA-391251
Chaperonin-mediated protein folding,R-HSA-390466
Association of TriC/CCT with target proteins during biosynthesis,R-HSA-390471
Cooperation of Prefoldin and TriC/CCT  in actin and tubulin folding,R-HSA-389958
Prefoldin mediated transfer of substrate  to CCT/TriC,R-HSA-389957
Folding of actin by CCT/TriC,R-HSA-390450
Formation of tubulin folding intermediates by CCT/TriC,R-HSA-389960
Cooperation of PDCL (PhLP1) and TRiC/CCT in G-protein beta folding,R-HSA-6814122
Post-chaperonin tubulin folding pathway,R-HSA-389977
Peptide hormone metabolism,R-HSA-2980736
Insulin processing,R-HSA-264876
Metabolism of Angiotensinogen to Angiotensins,R-HSA-2022377
Peptide hormone biosynthesis,R-HSA-209952
Glycoprotein hormones,R-HSA-209822
"Incretin synthesis, secretion, and inactivation",R-HSA-400508
"Synthesis, secretion, and inactivation of Glucose-dependent Insulinotropic Polypeptide (GIP)",R-HSA-400511
"Synthesis, secretion, and inactivation of Glucagon-like Peptide-1 (GLP-1)",R-HSA-381771
"Synthesis, secretion, and deacylation of Ghrelin",R-HSA-422085
Unfolded Protein Response (UPR),R-HSA-381119
IRE1alpha activates chaperones,R-HSA-381070
XBP1(S) activates chaperone genes,R-HSA-381038
ATF6-alpha activates chaperones,R-HSA-381033
ATF6-alpha activates chaperone genes,R-HSA-381183
PERK regulates gene expression,R-HSA-381042
ATF4 activates genes,R-HSA-380994
Mitochondrial protein import,R-HSA-1268020
Surfactant metabolism,R-HSA-5683826
Post-translational protein modification,R-HSA-597592
Asparagine N-linked glycosylation,R-HSA-446203
N-glycan trimming in the ER and Calnexin/Calreticulin cycle,R-HSA-532668
Calnexin/calreticulin cycle,R-HSA-901042
ER Quality Control Compartment (ERQC),R-HSA-901032
Transport to the Golgi and subsequent modification,R-HSA-948021
N-glycan trimming and elongation in the cis-Golgi,R-HSA-964739
"Progressive trimming of alpha-1,2-linked mannose residues from Man9/8/7GlcNAc2 to produce Man5GlcNAc2",R-HSA-964827
ER to Golgi Anterograde Transport,R-HSA-199977
COPI-mediated anterograde transport,R-HSA-6807878
Cargo concentration in the ER,R-HSA-5694530
COPII (Coat Protein 2) Mediated Vesicle Transport,R-HSA-204005
N-glycan antennae elongation in the medial/trans-Golgi,R-HSA-975576
Reactions specific to the hybrid N-glycan synthesis pathway,R-HSA-975574
Reactions specific to the complex N-glycan synthesis pathway,R-HSA-975578
N-Glycan antennae elongation,R-HSA-975577
"Biosynthesis of the N-glycan precursor (dolichol lipid-linked oligosaccharide, LLO) and transfer to a nascent protein",R-HSA-446193
Synthesis of substrates in N-glycan biosythesis,R-HSA-446219
Synthesis of dolichyl-phosphate-glucose,R-HSA-480985
GDP-fucose biosynthesis,R-HSA-6787639
Synthesis of GDP-mannose,R-HSA-446205
Synthesis of dolichyl-phosphate mannose,R-HSA-162699
Sialic acid metabolism,R-HSA-4085001
Synthesis of UDP-N-acetyl-glucosamine,R-HSA-446210
Synthesis of Dolichyl-phosphate,R-HSA-446199
"Gamma carboxylation, hypusine formation and arylsulfatase activation",R-HSA-163841
The activation of arylsulfatases,R-HSA-1663150
Hypusine synthesis from eIF5A-lysine,R-HSA-204626
Synthesis of diphthamide-EEF2,R-HSA-5358493
"Gamma-carboxylation, transport, and amino-terminal cleavage of proteins",R-HSA-159854
Gamma-carboxylation of protein precursors,R-HSA-159740
Transport of gamma-carboxylated protein precursors from the endoplasmic reticulum to the Golgi apparatus,R-HSA-159763
Removal of aminoterminal propeptides from gamma-carboxylated proteins,R-HSA-159782
SUMOylation,R-HSA-2990846
Processing and activation of SUMO,R-HSA-3215018
SUMO is conjugated to E1 (UBA2:SAE1),R-HSA-3065676
"SUMO is transferred from E1 to E2 (UBE2I, UBC9)",R-HSA-3065678
SUMO is proteolytically processed,R-HSA-3065679
SUMO E3 ligases SUMOylate target proteins,R-HSA-3108232
SUMOylation of DNA replication proteins,R-HSA-4615885
SUMOylation of transcription factors,R-HSA-3232118
SUMOylation of RNA binding proteins,R-HSA-4570464
SUMOylation of chromatin organization proteins,R-HSA-4551638
SUMOylation of DNA damage response and repair proteins,R-HSA-3108214
O-linked glycosylation,R-HSA-5173105
O-glycosylation of TSR domain-containing proteins,R-HSA-5173214
O-linked glycosylation of mucins,R-HSA-913709
Termination of O-glycan biosynthesis,R-HSA-977068
Deubiquitination,R-HSA-5688426
UCH proteinases,R-HSA-5689603
Metalloprotease DUBs,R-HSA-5689901
Ovarian tumor domain proteases,R-HSA-5689896
Josephin domain DUBs,R-HSA-5689877
Ub-specific processing proteases,R-HSA-5689880
Post-translational modification: synthesis of GPI-anchored proteins,R-HSA-163125
Attachment of GPI anchor to uPAR,R-HSA-162791
Synthesis of dolichyl-phosphate mannose,R-HSA-162699
Synthesis of glycosylphosphatidylinositol (GPI),R-HSA-162710
Programmed Cell Death,R-HSA-5357801
Apoptosis,R-HSA-109581
Intrinsic Pathway for Apoptosis,R-HSA-109606
Activation and oligomerization of BAK protein,R-HSA-111452
"Activation, translocation and oligomerization of BAX",R-HSA-114294
Release of apoptotic factors from the mitochondria,R-HSA-111457
Activation of BH3-only proteins,R-HSA-114452
Activation of NOXA and translocation to mitochondria,R-HSA-111448
Activation of BAD and translocation to mitochondria,R-HSA-111447
Activation of PUMA and translocation to mitochondria,R-HSA-139915
Activation of BMF and translocation to mitochondria,R-HSA-139910
Activation of BIM and translocation to mitochondria,R-HSA-111446
BH3-only proteins associate with and inactivate anti-apoptotic BCL-2 members,R-HSA-111453
Apoptotic factor-mediated response,R-HSA-111471
Cytochrome c-mediated apoptotic response,R-HSA-111461
Formation of apoptosome,R-HSA-111458
Activation of caspases through apoptosome-mediated cleavage,R-HSA-111459
SMAC-mediated apoptotic response,R-HSA-111469
SMAC binds to IAPs,R-HSA-111463
SMAC-mediated dissociation of IAP:caspase complexes,R-HSA-111464
"Activation, myristolyation of BID and translocation to mitochondria",R-HSA-75108
Regulation of Apoptosis,R-HSA-169911
Regulation of activated PAK-2p34 by proteasome mediated degradation,R-HSA-211733
Regulation of PAK-2p34 activity by PS-GAP/RHG10,R-HSA-211728
Caspase activation via extrinsic apoptotic signalig pathway,R-HSA-5357769
Ligand-dependent caspase activation,R-HSA-140534
Regulation by c-FLIP,R-HSA-3371378
Dimerization of procaspase-8,R-HSA-69416
Ligand-independent caspase activation via DCC,R-HSA-418889
Apoptotic execution  phase,R-HSA-75153
Stimulation of the cell death response by PAK-2p34,R-HSA-211736
Apoptosis induced DNA fragmentation,R-HSA-140342
Activation of DNA fragmentation factor,R-HSA-211227
Apoptotic cleavage of cellular proteins,R-HSA-111465
Caspase-mediated cleavage of cytoskeletal proteins,R-HSA-264870
Apoptotic cleavage of cell adhesion  proteins,R-HSA-351906
Breakdown of the nuclear lamina,R-HSA-352238
Regulated Necrosis,R-HSA-5218859
RIPK1-mediated regulated necrosis,R-HSA-5213460
Regulation of necroptotic cell death,R-HSA-5675482
CASP8 activity is inhibited,R-HSA-5218900
Extracellular matrix organization,R-HSA-1474244
Fibronectin matrix formation,R-HSA-1566977
Elastic fibre formation,R-HSA-1566948
Molecules associated with elastic fibres,R-HSA-2129379
Laminin interactions,R-HSA-3000157
Non-integrin membrane-ECM interactions,R-HSA-3000171
Syndecan interactions,R-HSA-3000170
Integrin cell surface interactions,R-HSA-216083
Degradation of the extracellular matrix,R-HSA-1474228
Activation of Matrix Metalloproteinases,R-HSA-1592389
Collagen degradation,R-HSA-1442490
ECM proteoglycans,R-HSA-3000178
Collagen formation,R-HSA-1474290
Assembly of collagen fibrils and other multimeric structures,R-HSA-2022090
Crosslinking of collagen fibrils,R-HSA-2243919
Anchoring fibril formation,R-HSA-2214320
Collagen biosynthesis and modifying enzymes,R-HSA-1650814
DNA Replication,R-HSA-69306
Synthesis of DNA,R-HSA-69239
Switching of origins to a post-replicative state,R-HSA-69052
Orc1 removal from chromatin,R-HSA-68949
CDK-mediated phosphorylation and removal of Cdc6,R-HSA-69017
DNA strand elongation,R-HSA-69190
Unwinding of DNA,R-HSA-176974
Lagging Strand Synthesis,R-HSA-69186
Processive synthesis on the lagging strand,R-HSA-69183
Removal of the Flap Intermediate,R-HSA-69166
Polymerase switching,R-HSA-69091
Leading Strand Synthesis,R-HSA-69109
Polymerase switching,R-HSA-69091
DNA replication initiation,R-HSA-68952
M/G1 Transition,R-HSA-68874
DNA Replication Pre-Initiation,R-HSA-69002
Activation of the pre-replicative complex,R-HSA-68962
Assembly of the pre-replicative complex,R-HSA-68867
CDT1 association with the CDC6:ORC:origin complex,R-HSA-68827
Assembly of the ORC complex at the origin of replication,R-HSA-68616
CDC6 association with the ORC:origin complex,R-HSA-68689
Regulation of DNA replication,R-HSA-69304
Association of licensing factors with the pre-replicative complex,R-HSA-69298
Removal of licensing factors from origins,R-HSA-69300
Orc1 removal from chromatin,R-HSA-68949
CDK-mediated phosphorylation and removal of Cdc6,R-HSA-69017
Disease,R-HSA-1643685
Diseases of metabolism,R-HSA-5668914
Diseases of carbohydrate metabolism,R-HSA-5663084
Glycogen storage diseases,R-HSA-3229121
Glycogen storage disease type Ia (G6PC),R-HSA-3274531
Severe congenital neutropenia type 4 (G6PC3),R-HSA-3282872
Glycogen storage disease type IV (GBE1),R-HSA-3878781
Glycogen storage disease type 0 (liver GYS2),R-HSA-3858516
Glycogen storage disease type 0 (muscle GYS1),R-HSA-3828062
Myoclonic epilepsy of Lafora,R-HSA-3785653
Glycogen storage disease type Ib (SLC37A4),R-HSA-3229133
Glycogen storage disease type II (GAA),R-HSA-5357609
Glycogen storage disease type XV (GYG1),R-HSA-3814836
Essential pentosuria,R-HSA-5662853
Mucopolysaccharidoses,R-HSA-2206281
MPS IV - Morquio syndrome A,R-HSA-2206290
MPS IX - Natowicz syndrome,R-HSA-2206280
MPS IIIB - Sanfilippo syndrome B,R-HSA-2206282
MPS IIIC - Sanfilippo syndrome C,R-HSA-2206291
MPS I - Hurler syndrome,R-HSA-2206302
MPS IV - Morquio syndrome B,R-HSA-2206308
MPS IIIA - Sanfilippo syndrome A,R-HSA-2206307
MPS VII - Sly syndrome,R-HSA-2206292
MPS II - Hunter syndrome,R-HSA-2206296
MPS IIID - Sanfilippo syndrome D,R-HSA-2206305
MPS VI - Maroteaux-Lamy syndrome,R-HSA-2206285
Essential fructosuria,R-HSA-5657562
Hereditary fructose intolerance,R-HSA-5657560
Intestinal saccharidase deficiencies,R-HSA-5659898
Pentose phosphate pathway disease,R-HSA-6791465
"TALDO1 deficiency: failed conversion of SH7P, GA3P to Fru(6)P, E4P",R-HSA-6791055
RPIA deficiency: failed conversion of RU5P to R5P,R-HSA-6791461
"TALDO1 deficiency: failed conversion of  Fru(6)P, E4P to SH7P, GA3P",R-HSA-6791462
RPIA deficiency: failed conversion of R5P to RU5P,R-HSA-5659996
Defects in vitamin and cofactor metabolism,R-HSA-3296482
Defects in biotin (Btn) metabolism,R-HSA-3323169
Defective HLCS causes multiple carboxylase deficiency,R-HSA-3371599
Defective BTD causes biotidinase deficiency,R-HSA-3371598
Defects in cobalamin (B12) metabolism,R-HSA-3296469
Defective MTR causes methylmalonic aciduria and homocystinuria type cblG,R-HSA-3359469
Defective MUT causes methylmalonic aciduria mut type,R-HSA-3359478
Defective CD320 causes methylmalonic aciduria,R-HSA-3359485
Defective TCN2 causes hereditary megaloblastic anemia,R-HSA-3359454
Defective MMAB causes methylmalonic aciduria type cblB,R-HSA-3359471
Defective MMAA causes methylmalonic aciduria type cblA,R-HSA-3359475
Defective MTRR causes methylmalonic aciduria and homocystinuria type cblE,R-HSA-3359467
Defective MMACHC causes methylmalonic aciduria and homocystinuria type cblC,R-HSA-3359474
"Defective ABCD4 causes methylmalonic aciduria and homocystinuria, cblj type (MAHCJ)",R-HSA-5683329
Defective LMBRD1 causes methylmalonic aciduria and homocystinuria type cblF,R-HSA-3359458
Defective CUBN causes hereditary megaloblastic anemia 1,R-HSA-3359463
Defective MMADHC causes methylmalonic aciduria and homocystinuria type cblD,R-HSA-3359473
Defective AMN causes hereditary megaloblastic anemia 1,R-HSA-3359462
Defective GIF causes intrinsic factor deficiency,R-HSA-3359457
Diseases associated with surfactant metabolism,R-HSA-5687613
Defective pro-SFTPB causes pulmonary surfactant metabolism dysfunction 1 (SMDP1) and respiratory distress syndrome (RDS),R-HSA-5688031
Defective SLC34A2 causes pulmonary alveolar microlithiasis (PALM),R-HSA-5687583
Defective SFTPA2 causes idiopathic pulmonary fibrosis (IPF),R-HSA-5687868
Defective ABCA3 causes pulmonary surfactant metabolism dysfunction 3 (SMDP3),R-HSA-5688399
