molregno,n_total,n_select,pref_name,min_value,is_agonist,CHEMICAL_ID,canonical_smiles,tanimoto,tid,organism,component_id,accession,group,orthogonal
1345513,23,5.0,Calcitonin gene-related peptide type 1 receptor,0.052,FALSE,CHEMBL2035983,C[C@]1(CNC2(CCCC2)C(=O)N1CC(=O)Nc3cnc4C[C@]5(Cc4c3)C(=O)Nc6ncccc56)c7cc(F)cc(F)c7,1.0,19904,Homo sapiens,2116,Q16602,1.0,PRIMARY
110084,3,2.0,Calpain 1,30.0,FALSE,CHEMBL69715,NC(=O)C(=O)C(Cc1ccccc1)NC(=O)C2CCN(CC2)C(=O)c3ccc4ccccc4c3,1.0,12955,Homo sapiens,5024,P07384,1.0,PRIMARY
110084,3,2.0,Calpain 1,30.0,FALSE,CHEMBL69715,NC(=O)C(=O)C(Cc1ccccc1)NC(=O)C2CCN(CC2)C(=O)c3ccc4ccccc4c3,1.0,105111,Homo sapiens,3275,P04632,1.0,PRIMARY
110084,3,2.0,Calpain 1,30.0,FALSE,CHEMBL69715,NC(=O)C(=O)C(Cc1ccccc1)NC(=O)C2CCN(CC2)C(=O)c3ccc4ccccc4c3,1.0,105111,Homo sapiens,5024,P07384,1.0,PRIMARY
364983,35,6.0,Cannabinoid CB1 receptor,0.094,FALSE,CHEMBL220360,C[C@H](NC(=O)C(C)(C)Oc1ccc(cn1)C(F)(F)F)[C@@H](Cc2ccc(Cl)cc2)c3cccc(c3)C#N,1.0,87,Homo sapiens,172,P21554,1.0,PRIMARY
116551,47,25.0,Cannabinoid CB2 receptor,3.8,FALSE,CHEMBL73711,COc1ccc2c(c1)c(CCN3CCOCC3)c(C)n2C(=O)c4cccc(Cl)c4Cl,1.0,259,Homo sapiens,104,P34972,1.0,PRIMARY
13329,213,48.0,Carbonic anhydrase II,90.0,FALSE,CHEMBL537,Oc1ccc(O)cc1,1.0,15,Homo sapiens,94,P00918,1.0,PRIMARY
30697,80,19.0,Carbonic anhydrase IV,10.0,FALSE,CHEMBL23194,NCCCNCCCCNCCCN,1.0,12896,Homo sapiens,2045,P22748,1.0,PRIMARY
1794648,11,6.0,Carbonic anhydrase XII,15.0,FALSE,CHEMBL3342504,NS(=O)(=O)c1ccc(cc1)n2cc(c3ccc(Br)cc3)c4C(=O)N(C(=O)c5ccc(Cl)cc5)C(=Nc24)c6ccc(Cl)cc6,1.0,12209,Homo sapiens,1563,O43570,1.0,PRIMARY
1448122,7,3.0,"Carnitine O-palmitoyltransferase 1, liver isoform",19.6,FALSE,CHEMBL2216774,O=C(COc1ccccc1)N2CCCC[C@@H]2c3nc(cs3)c4ccccn4,1.0,103641,Homo sapiens,4843,P50416,1.0,PRIMARY
358370,5,4.0,Caspase-1,30.0,FALSE,CHEMBL387453,OC1OC(=O)C[C@@H]1NC(=O)CN2CCSC[C@H](NC(=O)c3ccc4ccccc4c3)C2=O,1.0,11624,Homo sapiens,3119,P29466,1.0,PRIMARY
307930,32,10.0,Cathepsin K,3.0,FALSE,CHEMBL184514,CC(C)C[C@@H](C(=O)NCC#N)c1cccc(c1)c2ccc(cc2)N3CCNCC3,1.0,10495,Homo sapiens,1387,P43235,1.0,PRIMARY
682945,9,5.0,Cathepsin S,7.2,FALSE,CHEMBL1209145,CCN1CCN(CCCOc2ccc(cc2C(F)(F)F)c3cc4c(ncn4C)c(n3)C#N)CC1,1.0,11534,Homo sapiens,1285,P25774,1.0,PRIMARY
1790952,15,2.0,C-C chemokine receptor type 1,1.0,FALSE,CHEMBL3334824,CC(C)[C@@H](NC(=O)NCC(C)(C)O)C(=O)N1CC[C@](O)(c2ccc(Cl)cc2)C(C)(C)C1,1.0,10547,Homo sapiens,753,P32246,1.0,PRIMARY
78315,37,2.0,C-C chemokine receptor type 2,50.0,FALSE,CHEMBL432713,Oc1ccc2[nH]cc(C3CCN(CCCCCNC(=O)\C=C\c4ccc(Cl)c(Cl)c4)CC3)c2c1,1.0,11575,Homo sapiens,2334,P41597,1.0,PRIMARY
421450,33,6.0,C-C chemokine receptor type 3,2.0,FALSE,CHEMBL250689,CC(=O)c1cccc(NC(=O)N[C@@H]2CCCC[C@H]2CN3CCC[C@@H](Cc4ccc(F)cc4)C3)c1,1.0,10548,Homo sapiens,1794,P51677,1.0,PRIMARY
1336709,16,11.0,C-C chemokine receptor type 4,10.0,FALSE,CHEMBL2018969,COc1cccc2c1c(NS(=O)(=O)c3ccc(Cl)s3)nn2Cc4cccc(CNC(=O)C(C)(C)O)c4,1.0,10579,Homo sapiens,754,P51679,1.0,PRIMARY
1066574,37,2.0,C-C chemokine receptor type 5,5.8,FALSE,CHEMBL1668019,Cl.CCCCN1C(=O)[C@H](NC(=O)C12CCN(Cc3ccc(Oc4ccc(cc4)C(=O)O)cc3)CC2)[C@H](O)C5CCCCC5,1.0,10580,Homo sapiens,256,P51681,1.0,PRIMARY
366845,14,6.0,C-C chemokine receptor type 8,1.6,FALSE,CHEMBL218375,CCOC(=O)N1CCC(CC1)NS(=O)(=O)c2ccc(NC(=O)c3ccccc3C)c4ccccc24,1.0,100436,Homo sapiens,2913,P51685,1.0,PRIMARY
1529989,4,3.0,Cell division cycle 7-related protein kinase,7.0,FALSE,CHEMBL2348154,Nc1nccc(n1)n2cc(c3cccnc3Cl)c4cnccc24,1.0,100077,Homo sapiens,5015,O00311,1.0,PRIMARY
343119,10,4.0,Cholecystokinin A receptor,59.8,FALSE,CHEMBL202861,OC(=O)C(Cc1ccccc1)NC(=O)c2ccccc2NC(=O)c3cc4ccccc4[nH]3,1.0,10472,Homo sapiens,216,P32238,1.0,PRIMARY
346375,4,2.0,Cholecystokinin B receptor,0.219,FALSE,CHEMBL382409,CCCC[C@H](N(C)C(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)CNC(=O)[C@@H]3CCCN3C(=O)[C@@H](N)Cc4ccc(O)cc4)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](Cc5ccccc5)C(=O)N,1.0,11522,Homo sapiens,109,P32239,1.0,PRIMARY
1819304,5,4.0,c-Jun N-terminal kinase 3,1.0,FALSE,CHEMBL3355178,Clc1ccccc1NC(=O)Nc2cnn(c2)c3cccc(c3)C(=O)Nc4cnn(c4)C5CCNC5,1.0,11408,Homo sapiens,973,P53779,1.0,PRIMARY
9283,145,4.0,Coagulation factor III,8.35,FALSE,CHEMBL275097,COc1ccc2CC3N(CCc4cc5OCOc5cc34)Cc2c1OC,1.0,11092,Homo sapiens,2400,P13726,1.0,PRIMARY
1164734,72,45.0,Corticotropin releasing factor receptor 1,1.0,FALSE,CHEMBL1807053,CCC(CC)Nc1nc(C)c(nc1OC)c2ccc(OC(F)(F)F)cc2OC,1.0,124,Homo sapiens,91,P34998,1.0,PRIMARY
1531157,12,11.0,C-X3-C chemokine receptor 1,3.9,FALSE,CHEMBL2349310,CC(C)C[C@H](CO)Nc1nc(S[C@@H](C)c2ccccc2)nc3nc(N)sc13,1.0,100138,Homo sapiens,3159,P49238,1.0,PRIMARY
494523,9,4.0,C-X-C chemokine receptor type 3,30.0,FALSE,CHEMBL497799,Brc1ccc(CN2CCC(CC2)C3(CCCN(C3)C(=O)Nc4ccccc4)c5ccccc5)cc1,1.0,12825,Homo sapiens,2758,P49682,1.0,PRIMARY
1606050,21,15.0,C-X-C chemokine receptor type 4,3.0,FALSE,CHEMBL3091687,NCCCCN(C[C@H]1Cc2ccccc2CN1)[C@H]3CCCc4cccnc34,1.0,10473,Homo sapiens,449,P61073,1.0,PRIMARY
300793,4,2.0,Cyclin-dependent kinase 2,4.0,FALSE,CHEMBL178179,CN(C)S(=O)(=O)c1ccc(Nc2cc(N[C@@H]3CC[C@@H](N)CC3)nc4c(cnn24)C5CCCC5)cc1,1.0,11678,Homo sapiens,36,P24941,1.0,PRIMARY
38843,48,13.0,Cyclooxygenase-1,7.0,FALSE,CHEMBL26915,COc1ccc(cc1)n2nc(cc2c3ccc(Cl)cc3)C(F)(F)F,1.0,96,Homo sapiens,162,P23219,1.0,PRIMARY
16866,26,7.0,Cyclooxygenase-2,50.0,FALSE,CHEMBL274990,CS(=O)(=O)c1ccc(cc1)n2nc(cc2c3ccc(F)cc3)C(F)(F)F,1.0,126,Homo sapiens,148,P35354,1.0,PRIMARY
21523,111,27.0,Cysteinyl leukotriene receptor 1,0.316,FALSE,CHEMBL603,COc1cc(ccc1Cc2cn(C)c3ccc(NC(=O)OC4CCCC4)cc23)C(=O)NS(=O)(=O)c5ccccc5C,1.0,179,Homo sapiens,89,Q9Y271,1.0,PRIMARY
613867,21,6.0,Cystic fibrosis transmembrane conductance regulator,90.0,FALSE,CHEMBL1087004,CN1C(=O)N(C)c2c(C1=O)c(c3ccccc3)n4c2C(Nc5ccccc45)c6oc(C)cc6,1.0,11540,Homo sapiens,2370,P13569,1.0,PRIMARY
713602,5,2.0,Cystinyl aminopeptidase,3.3,FALSE,CHEMBL1277623,N[C@H]1CCSSC[C@H](NC(=O)C[C@H](Cc2ccc(O)cc2)NC1=O)C(=O)NCc3ccccc3CC(=O)O,1.0,11239,Homo sapiens,1029,Q9UIQ6,1.0,PRIMARY
479089,6,2.0,D-amino-acid oxidase,4.6,FALSE,CHEMBL467660,OC1=Cc2c(Cl)c(F)ccc2NC1=O,1.0,101213,Homo sapiens,3777,P14920,1.0,PRIMARY
165211,15,7.0,Delta opioid receptor,0.7,FALSE,CHEMBL327745,CN1CC[C@@]2(Cc3nc4ccccc4cc3C[C@H]2C1)c5cccc(O)c5,1.0,136,Homo sapiens,242,P41143,1.0,PRIMARY
1179978,15,9.0,Diacylglycerol O-acyltransferase 1,8.0,FALSE,CHEMBL1835919,Nc1ncnc2OCCN(C(=O)c12)c3ccc(cc3)[C@@H]4CC[C@@H](CC(=O)O)CC4,1.0,101414,Homo sapiens,4531,O75907,1.0,PRIMARY
382011,36,2.0,Dihydrofolate reductase,66.0,FALSE,CHEMBL438664,CCc1c(Sc2ccc(cc2)C(=O)N[C@@H](CCC(=O)O)C(=O)O)[nH]c3nc(N)nc(N)c13,1.0,6,Homo sapiens,396,P00374,1.0,PRIMARY
1746889,8,5.0,Dipeptidyl peptidase I,1.0,FALSE,CHEMBL3261926,NC1(CCOCC1)C(=O)N[C@@H](Cc2ccc(cc2)c3ccc(cc3)C#N)C#N,1.0,12396,Homo sapiens,593,P53634,1.0,PRIMARY
162220,8,5.0,Dipeptidyl peptidase II,0.23,FALSE,CHEMBL98762,N[C@@H](CCNCc1ccccc1Cl)C(=O)N2CCCCC2,1.0,12268,Homo sapiens,2295,Q9UHL4,1.0,PRIMARY
149095,65,2.0,Dipeptidyl peptidase IV,62.0,FALSE,CHEMBL1090,Nc1ncnc2c1ncn2[C@@H]3O[C@H](CO)[C@@H](O)[C@@H]3O,1.0,11140,Homo sapiens,265,P27487,1.0,PRIMARY
59721,66,24.0,Dopamine D1 receptor,3.0,FALSE,CHEMBL291143,NC[C@@H]1O[C@@H](Cc2c(O)c(O)ccc12)C34CC5CC(CC(C5)C3)C4,1.0,88,Homo sapiens,397,P21728,1.0,PRIMARY
1164140,12,3.0,Dopamine D2 receptor,12.0,FALSE,CHEMBL1803049,CCCCn1cc(CCCOc2ccc(CN3CCN(CC3)c4ccccc4OC)cc2OC)nn1,1.0,72,Homo sapiens,129,P14416,1.0,PRIMARY
390008,61,35.0,Dopamine D3 receptor,1.0,FALSE,CHEMBL244946,Cc1ccc2c(cccc2n1)c3nnc(SCCCN4CCc5ccc(cc5CC4)c6cc(C)nn6C)n3C,1.0,130,Homo sapiens,149,P35462,1.0,PRIMARY
90867,39,21.0,Dopamine D4 receptor,0.51,FALSE,CHEMBL60518,Ic1ccc(cc1)N2CCN(Cc3c[nH]c4ncccc34)CC2,1.0,90,Homo sapiens,174,P21917,1.0,PRIMARY
1582731,8,3.0,Dopamine transporter,33.1,FALSE,CHEMBL2430682,Clc1ccc(cc1)C2C(CNC2=O)c3cccc(Cl)c3,1.0,155,Homo sapiens,346,Q01959,1.0,PRIMARY
336190,38,16.0,Dual specificity mitogen-activated protein kinase kinase 1,33.0,FALSE,CHEMBL201426,CCONC(=O)C1=CN(C)C(=O)C(=C1Nc2ccc(Br)cc2F)F,1.0,11409,Homo sapiens,1907,Q02750,1.0,PRIMARY
1836858,21,3.0,Dual specificity protein kinase TTK,0.7,FALSE,CHEMBL3410084,CC(C)(Nc1cc(NCC2CCOCC2)c3ncc(c4ccc(cc4)C(=O)NC5CC5)n3n1)C(F)(F)F,1.0,30011,Homo sapiens,2302,P33981,1.0,PRIMARY
1841407,5,4.0,Dual specificity tyrosine-phosphorylation-regulated kinase 1B,3.0,FALSE,CHEMBL3421968,COc1cc(ccc1Nc2nccc(n2)c3cn(C)c4cnccc34)N5CCN(C)CC5,1.0,101014,Homo sapiens,3834,Q9Y463,1.0,PRIMARY
287949,12,5.0,Endothelin-converting enzyme 1,12.0,FALSE,CHEMBL367315,O=C1C=C(Oc2ccccc12)N3CCOCC3,1.0,11192,Homo sapiens,3108,P42892,1.0,PRIMARY
490,26,9.0,Endothelin receptor ET-A,5.8,FALSE,CHEMBL267458,CN(C)c1cccc2c(cccc12)S(=O)(=O)Nc3onc(C)c3C,1.0,249,Homo sapiens,234,P25101,1.0,PRIMARY
261625,6,2.0,Endothelin receptor ET-B,10.0,FALSE,CHEMBL413825,C[C@@H](O)[C@H]1NC(=O)CNC(=O)[C@@H](Cc2c[nH]cn2)NC(=O)[C@H](Cc3c[nH]c4ccccc34)NC(=O)[C@@H](CC(=O)N)NC(=O)CNC(=O)[C@H](CC(=O)N[C@@H](Cc5c[nH]c6ccccc56)C(=O)N[C@@H](Cc7ccccc7)C(=O)N[C@@H](Cc8ccccc8)C(=O)N[C@@H](CC(=O)N)C(=O)N[C@@H](Cc9ccc(O)cc9)C(=O)N[C@@H](Cc%10ccc(O)cc%10)C(=O)N[C@@H](Cc%11c[nH]c%12ccccc%11%12)C(=O)O)NC(=O)[C@H]%13CCCN%13C(=O)[C@H](C)NC1=O,1.0,247,Homo sapiens,76,P24530,1.0,PRIMARY
1139819,4,3.0,Ephrin type-B receptor 4,2.0,FALSE,CHEMBL1762525,COc1cccc(c1)N(C)c2ccnc(Nc3cc(cc(c3)N4CCOCC4)N5CCOCC5)n2,1.0,100129,Homo sapiens,3451,P54760,1.0,PRIMARY
80973,541,3.0,Epidermal growth factor receptor erbB1,15.0,FALSE,CHEMBL53753,CNc1cc2c(Nc3cccc(Br)c3)ncnc2cn1,1.0,9,Homo sapiens,147,P00533,1.0,PRIMARY
1566276,53,42.0,Epoxide hydratase,0.5,FALSE,CHEMBL2392692,CNc1nc(C)nc(n1)N2CCC(CC2)C(=O)NCc3ccc(Br)cc3OC(F)(F)F,1.0,11727,Homo sapiens,750,P34913,1.0,PRIMARY
407202,9,4.0,Equilibrative nucleoside transporter 1,0.501,FALSE,CHEMBL394171,Nc1nc(SCc2ccc(cc2)[N+](=O)[O-])c3ncn([C@@H]4O[C@H](CO)[C@@H](O)[C@H]4O)c3n1,1.0,175,Homo sapiens,328,Q99808,1.0,PRIMARY
439337,17,2.0,Estradiol 17-beta-dehydrogenase 1,27.0,FALSE,CHEMBL410242,C[C@]12CC[C@H]3[C@@H](CCc4cc(O)ccc34)[C@@H]1C[C@H](Cc5cccc(c5)C(=O)N)[C@@H]2O,1.0,11512,Homo sapiens,1505,P14061,1.0,PRIMARY
1518861,20,8.0,Estradiol 17-beta-dehydrogenase 2,58.0,FALSE,CHEMBL2324690,COc1cccc(c1)N(C)C(=O)c2ccc(s2)c3cccc(C)c3,1.0,13053,Homo sapiens,1120,P37059,1.0,PRIMARY
590676,3,3.0,Estradiol 17-beta-dehydrogenase 3,1.5,FALSE,CHEMBL589158,Cc1cccc(SCC2=CC(=O)Oc3cc(O)ccc23)n1,1.0,11488,Homo sapiens,2553,P37058,1.0,PRIMARY
1363818,13,2.0,Estrogen receptor alpha,32.0,FALSE,CHEMBL2079587,C[C@]1(O)CC[C@H]2[C@@H]3CC[C@H]4Cc5n[nH]cc5C[C@]4(C)[C@H]3CC[C@]12C,1.0,19,Homo sapiens,410,P03372,1.0,PRIMARY
305025,8,5.0,Estrogen receptor beta,52.0,FALSE,CHEMBL182402,C[C@@H](COc1ccc(cc1)[C@@H]2Oc3ccc(O)cc3S[C@@H]2c4ccc(O)cc4)N5CC[C@@H](C)C5,1.0,174,Homo sapiens,317,Q92731,1.0,PRIMARY
556320,15,2.0,Eukaryotic initiation factor 4A-I,0.8,FALSE,CHEMBL555196,CO[C@@H]1OC[C@@H](O[C@H]1Oc2cc(OC)c3c(O[C@]4([C@@H]([C@H]([C@@H](O)[C@@]34O)C(=O)OC)c5ccccc5)c6ccc(OC)cc6)c2)[C@H](O)CO,1.0,104570,Homo sapiens,5865,P60842,1.0,PRIMARY
1430615,29,26.0,Eukaryotic translation initiation factor 2-alpha kinase 3,0.4,FALSE,CHEMBL2171124,Cn1cc(c2ccc3N(CCc3c2)C(=O)Cc4cccc(c4)C(F)(F)F)c5c(N)ncnc15,1.0,102669,Homo sapiens,4551,Q9NZJ5,1.0,PRIMARY
1051520,6,3.0,Excitatory amino acid transporter 2,80.0,FALSE,CHEMBL1628669,N[C@@H](CC(=O)Nc1ccc(Oc2cc(F)c(F)cc2Br)cc1)C(=O)O,1.0,12640,Homo sapiens,3285,P43004,1.0,PRIMARY
702389,11,7.0,Fibroblast activation protein alpha,1.3,FALSE,CHEMBL1243153,FC1(F)C[C@@H](C#N)N(C1)C(=O)[C@@H]2C[C@@H](CC(=O)N3Cc4ccccc4C3)C(=O)N2,1.0,100186,Homo sapiens,3001,Q12884,1.0,PRIMARY
1365761,7,4.0,Fibroblast growth factor receptor 1,31.62,FALSE,CHEMBL2088092,Cc1cc(Nc2nc(NCc3onc(c3)C(C)(C)C)ncc2Br)n[nH]1,1.0,10266,Homo sapiens,1966,P11362,1.0,PRIMARY
1791740,8,4.0,Folate receptor alpha,6.6,FALSE,CHEMBL3335604,NC1=Nc2[nH]c(CCCc3ccc(s3)C(=O)N[C@@H](CC(=O)O)C(=O)O)cc2C(=O)N1,1.0,10103,Homo sapiens,463,P15328,1.0,PRIMARY
1924,12,6.0,Formyl peptide receptor 1,3.0,FALSE,CHEMBL267179,CSCC[C@H](NC=O)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](Cc1ccccc1)C(=O)O,1.0,13010,Homo sapiens,1681,P21462,1.0,PRIMARY
1845108,67,67.0,Free fatty acid receptor 1,3.7,FALSE,CHEMBL3427712,CCO[C@@H](CC(=O)O)c1ccc(O[C@@H]2CCc3c2cccc3C(F)(F)F)cc1,1.0,100431,Homo sapiens,2738,O14842,1.0,PRIMARY
184149,28,6.0,GABA-B receptor 1,16.0,FALSE,CHEMBL112710,CP(=O)(O)CCCN,1.0,10227,Homo sapiens,404,Q9UBS5,1.0,PRIMARY
400477,5,2.0,GABA receptor beta-3 subunit,0.659,FALSE,CHEMBL235623,CCCc1nnn(c1CCl)c2c(Cl)cc(cc2Cl)C(F)(F)F,1.0,11881,Homo sapiens,153,P28472,1.0,PRIMARY
1056800,4,4.0,GABA transporter 1,14.79,FALSE,CHEMBL1641613,Cc1ccccc1\C(=C/CCN2CCC[C@H](C2)C(=O)O)\c3ccccc3F,1.0,113,Homo sapiens,218,P30531,1.0,PRIMARY
318324,42,4.0,GAR transformylase,6.8,FALSE,CHEMBL365307,NC1=Nc2[nH]c(CCCCc3ccc(cc3)C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc2C(=O)N1,1.0,12291,Homo sapiens,2291,P22102,1.0,PRIMARY
389238,13,7.0,Ghrelin receptor,4.0,FALSE,CHEMBL243001,CC(C)N1CCC[C@H](CN2C(=Nc3ccc(Oc4ccc(F)cc4)cc3C2=O)C)C1,1.0,11536,Homo sapiens,2933,Q92847,1.0,PRIMARY
1270807,22,6.0,Glucagon receptor,6.6,FALSE,CHEMBL1933349,COc1ccc2cc(ccc2c1)c3cc(nn3[C@@H](C)c4ccc(cc4)C(=O)NCCC(=O)O)c5cc(Cl)cc(Cl)c5,1.0,146,Homo sapiens,311,P47871,1.0,PRIMARY
675090,61,9.0,Glucocorticoid receptor,8.77,FALSE,CHEMBL1201139,CC(=O)O[C@@]1(CC[C@H]2[C@@H]3C=C(C)C4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C)C(=O)C,1.0,25,Homo sapiens,371,P04150,1.0,PRIMARY
1364345,11,4.0,Glucose-dependent insulinotropic receptor,3.0,FALSE,CHEMBL2086690,CC(C)c1onc(n1)N2CCN([C@H](C)C2)c3ncc(OCc4ccncc4C#N)cn3,1.0,101271,Homo sapiens,3962,Q8TDV5,1.0,PRIMARY
1334262,9,2.0,Glutamate [NMDA] receptor subunit epsilon 2,7.94,FALSE,CHEMBL2013195,Oc1ccc2[nH]c(nc2c1CN3CCCCC3)c4ccccc4,1.0,222,Homo sapiens,59,Q13224,1.0,PRIMARY
306688,11,5.0,Glycine transporter 1,0.39,FALSE,CHEMBL180966,CN(CC[C@@H](Oc1ccc(cc1)c2ccccc2)c3ccc(F)cc3)CC(=O)O,1.0,11682,Homo sapiens,678,P48067,1.0,PRIMARY
300825,111,84.0,Glycogen synthase kinase-3 beta,1.3,FALSE,CHEMBL178737,O=C(N1CCOCC1)N2CCn3cc(C4=C(C(=O)NC4=O)c5cnc6ccccn56)c7cccc(C2)c37,1.0,10197,Homo sapiens,3114,P49841,1.0,PRIMARY
449646,7,2.0,Gonadotropin-releasing hormone receptor,1.6,FALSE,CHEMBL460480,CCN1C=C(CN2CCN(CC2)c3cccc4[nH]c(nc34)c5ccc(cc5)C(C)(C)C)C(=O)NC1=O,1.0,118,Homo sapiens,163,P30968,1.0,PRIMARY
1521269,10,2.0,G-protein coupled bile acid receptor 1,2.3,FALSE,CHEMBL2331648,CCNc1nc2CCN(Cc2c(n1)C(=O)N)C(=O)CCc3ccc(OC(F)(F)F)cc3,1.0,100857,Homo sapiens,3704,Q8TDU6,1.0,PRIMARY
579905,18,3.0,G-protein coupled estrogen receptor 1,2.0,FALSE,CHEMBL569766,CC(=O)c1ccc2N[C@H]([C@H]3CC=C[C@H]3c2c1)c4cc5OCOc5cc4Br,1.0,102690,Homo sapiens,4332,Q99527,1.0,PRIMARY
1780411,4,2.0,G-protein coupled receptor 120,79.43,FALSE,CHEMBL3311302,Cc1ccc(cc1)S(=O)(=O)NC2c3ccccc3Oc4ccccc24,1.0,100956,Homo sapiens,3635,Q5NUL3,1.0,PRIMARY
808386,48,26.0,G-protein coupled receptor 35,8.76,FALSE,CHEMBL1384502,C\C(=C/c1ccccc1)\C=C\2/SC(=S)N(CCCC(=O)Nc3ccc(C(=O)O)c(O)c3)C2=O,1.0,103700,Homo sapiens,4970,Q9HC97,1.0,PRIMARY
674630,11,6.0,G-protein coupled receptor 39,3.6,FALSE,CHEMBL1200679,[Cl-].[Cl-].[Zn+2],1.0,107977,Homo sapiens,8263,O43194,1.0,PRIMARY
361042,122,33.0,G protein-coupled receptor 44,1.5,FALSE,CHEMBL217053,OC(=O)COc1ccc(Br)cc1C(=O)c2cnn(c2)c3ccccc3,1.0,20174,Homo sapiens,3380,Q9Y5Y4,1.0,PRIMARY
206555,29,2.0,Heat shock protein HSP 90-beta,3.0,FALSE,CHEMBL339231,CO[C@H]1C[C@H](C)CC2=C(N)C(=O)C=C(NC(=O)\C(=C\C=C/[C@H](OC)[C@@H](OC(=O)N)\C(=C\[C@H](C)[C@H]1O)\C)\C)C2=O,1.0,11748,Homo sapiens,2620,P08238,1.0,PRIMARY
1588645,31,20.0,Hepatocyte growth factor receptor,7.7,FALSE,CHEMBL2442124,C[C@@H](Sc1cc(cnc1N)c2cnn(c2)C3CCNCC3)c4c(Cl)ccc(F)c4Cl,1.0,11451,Homo sapiens,2033,P08581,1.0,PRIMARY
479129,51,13.0,Histamine H1 receptor,1.0,FALSE,CHEMBL1633,CN1CCC(=C2c3ccccc3CC(=O)c4sccc24)CC1.OC(=O)\C=C\C(=O)O,1.0,127,Homo sapiens,121,P35367,1.0,PRIMARY
1343805,77,76.0,Histamine H3 receptor,0.4,FALSE,CHEMBL2031737,C[C@@H]1CCCN1CCc2oc3ccc(cc3c2)C(=O)c4ccc(cc4)[N+](=O)[O-],1.0,10280,Homo sapiens,2467,Q9Y5N1,1.0,PRIMARY
212343,82,12.0,Histamine H4 receptor,3.31,FALSE,CHEMBL129198,CN1CCN(CC1)C(=O)c2cc3cc(Cl)ccc3[nH]2,1.0,11290,Homo sapiens,2075,Q9H3N8,1.0,PRIMARY
1180204,51,11.0,Histone deacetylase 1,0.28,FALSE,CHEMBL1836142,CC[C@H](C)[C@H]1NC(=O)[C@H]2CSSCC\C=C\[C@H](CC(=O)N[C@H](CCSC)C(=O)N2)OC(=O)C[C@@H]1O,1.0,12697,Homo sapiens,107,Q13547,1.0,PRIMARY
1572651,15,11.0,Histone deacetylase 2,0.42,FALSE,CHEMBL2408240,COc1ccc(OC)c(c1)C2=CC=CC=C(O)C2=O,1.0,11206,Homo sapiens,257,Q92769,1.0,PRIMARY
1576047,3,3.0,Histone deacetylase 4,18.0,FALSE,CHEMBL2414808,C[C@H](CN(C)Cc1ccccc1)NC(=O)c2ccc(nc2)c3noc(n3)C(F)(F)F,1.0,11232,Homo sapiens,1845,P56524,1.0,PRIMARY
1336035,76,19.0,Histone deacetylase 6,2.0,FALSE,CHEMBL2018302,CN1CCc2c(C1)c3ccccc3n2Cc4ccc(cc4)C(=O)NO,1.0,11307,Homo sapiens,178,Q9UBN7,1.0,PRIMARY
1758265,39,21.0,Histone-lysine N-methyltransferase EZH2,0.5,FALSE,CHEMBL3287735,CC[C@H](C)n1cc(C)c2c(cc(cc12)c3ccc(nc3)N4CCNCC4)C(=O)NCC5=C(C)C=C(C)NC5=O,1.0,105440,Homo sapiens,7079,Q15910,1.0,PRIMARY
1429397,46,20.0,"Histone-lysine N-methyltransferase, H3 lysine-79 specific",0.25,FALSE,CHEMBL2169919,CC(C)N(CCCNC(=O)Nc1ccc(cc1)C(C)(C)C)C[C@H]2O[C@H]([C@H](O)[C@@H]2O)n3ccc4c(N)ncnc34,1.0,104197,Homo sapiens,5676,Q8TEK3,1.0,PRIMARY
418845,20,2.0,HMG-CoA reductase,0.9,FALSE,CHEMBL1496,CC(C)c1nc(nc(c2ccc(F)cc2)c1\C=C\[C@@H](O)C[C@@H](O)CC(=O)O)N(C)S(=O)(=O)C,1.0,24,Homo sapiens,312,P04035,1.0,PRIMARY
403324,11,3.0,Hydroxycarboxylic acid receptor 2,4.0,FALSE,CHEMBL237248,OC(=O)c1ccccc1NC(=O)CCc2onc(n2)c3ccc(O)cn3,1.0,100579,Homo sapiens,2103,Q8TDS4,1.0,PRIMARY
341578,16,4.0,Hypoxia-inducible factor 1 alpha,0.65,FALSE,CHEMBL380456,CC1(C)Oc2cc3oc(cc3cc2CC1O)c4cc(O)cc(O)c4,1.0,100325,Homo sapiens,2580,Q16665,1.0,PRIMARY
574429,7,3.0,"Indoleamine 2,3-dioxygenase",19.0,FALSE,CHEMBL584991,Nc1nonc1\C(=N\O)\Nc2ccc(F)c(Cl)c2,1.0,100643,Homo sapiens,3003,P14902,1.0,PRIMARY
1069176,10,3.0,Induced myeloid leukemia cell differentiation protein Mcl-1,5.0,FALSE,CHEMBL1672082,Nc1ccc(Sc2ccc3C4=C(C#N)C(=O)N=C4c5cccc2c35)cc1,1.0,100468,Homo sapiens,2678,Q07820,1.0,PRIMARY
365338,13,2.0,Inhibitor of apoptosis protein 3,61.0,FALSE,CHEMBL218832,CC[C@H](NC)C(=O)N[C@H]1CCC[C@H]2CC[C@H](N2C1=O)C(=O)NC(c3ccccc3)c4ccccc4,1.0,20130,Homo sapiens,2517,P98170,1.0,PRIMARY
